,zoneid,wealth index,crime index
14535,87247-,-1.15,-0.48
14536,90055-,-0.6,-0.26
14537,30844-,-1.18,0.0
14538,78121-,-1.02,0.56
14539,94024-,-0.54,-0.8
14540,11053-,-0.13,-0.05
14541,45532-,-0.64,-0.64
14542,27955-,-0.48,-0.77
14543,33706-,-1.13,-0.35
14544,48934-,-1.02,-0.29
14545,90973-,-1.16,-0.52
14546,57088-,-0.04,-0.32
14547,01738-,-0.92,-0.08
14548,57304-,-0.6,-0.14
14549,46868-,0.18,-0.88
14550,76933-05149952402,-0.72,-0.64
14551,76933-05115951502,-0.83,1.01
14552,76933-05149952302,-0.73,-0.38
14553,76933-05115951501,0.33,-0.47
14554,76933-05149952301,-0.53,-0.78
14555,76933-05115951600,-1.0,0.05
14556,76933-05115950900,-0.49,-0.35
14557,76933-05115951200,-0.53,-0.78
14558,76933-05115951300,-0.99,0.38
14559,10297-,-0.31,-0.81
14560,36406-,-0.52,-0.3
14561,22177-,-0.67,-0.41
14562,38944-,-0.64,0.33
14563,70318-,-0.41,-0.52
14564,69427-,-0.9,-0.79
14565,03466-39007000900,-0.77,-0.76
14566,03466-39007000703,-1.23,-0.42
14567,03466-39007000500,-0.97,-0.56
14568,03466-39007000801,-0.7,-0.18
14569,03466-39007000603,-0.41,-0.73
14570,03466-39007000601,-1.12,-0.5
14571,03466-39007000400,-1.03,-0.63
14572,03466-39007000602,-0.66,-0.49
14573,03466-39007000200,-0.41,-0.8
14574,03466-39007000300,-0.69,-0.78
14575,03466-39007000701,-1.2,-0.45
14576,03466-39007000704,-0.74,-0.68
14577,03466-39007000702,-0.54,-0.77
14578,71047-39123050500,-0.71,-0.27
14579,71047-39123050302,0.15,-0.77
14580,71047-39123050202,0.99,-0.76
14581,71047-39123051200,-0.39,-0.75
14582,71047-39123050201,0.52,-0.75
14583,71047-39123050301,-0.23,-0.78
14584,71047-39123050600,-0.78,-0.32
14585,76906-01033020901,-0.92,-0.66
14586,76906-01059973200,-1.03,-0.09
14587,76906-01059972900,-0.82,-0.32
14588,76906-01059973000,-0.9,-0.04
14589,76906-01059973300,-0.81,-0.47
14590,76906-01059973100,-0.68,-0.62
14591,47044-09003524100,1.19,-0.55
14592,47044-09007560100,1.26,-0.84
14593,47044-09011714103,1.06,-0.7
14594,47044-09007550100,0.61,-0.64
14595,47044-09007550202,0.33,-0.64
14596,47044-09007550201,0.9,-0.78
14597,78715-,-0.27,0.82
14598,82927-42111020800,-0.82,-0.73
14599,82927-42111021800,-0.56,-0.94
14600,82927-42111021400,-0.56,-0.81
14601,82927-42111021100,-1.21,0.16
14602,82927-42111020900,-0.74,-0.73
14603,82927-42111021000,-0.58,-0.37
14604,51013-18017951000,-0.5,-0.72
14605,51013-18017951600,-0.89,-0.04
14606,51013-18017951800,-0.53,-0.73
14607,51013-18017951400,-0.98,0.15
14608,51013-18017951200,-0.98,-0.04
14609,51013-18017951500,-1.07,1.75
14610,51013-18017950900,-0.4,-0.69
14611,51013-18017951700,-0.42,-0.73
14612,52471-28113950600,-1.02,-0.43
14613,52471-28113950500,-1.0,0.54
14614,52471-28113950300,-1.53,1.15
14615,52471-28113950200,-1.07,-0.31
14616,52471-28113950400,-0.99,0.28
14617,52471-28113950102,-0.49,-0.61
14618,52471-28113950101,-1.07,-0.63
14619,22501-,-0.01,-0.59
14620,31114-39147962900,-0.8,-0.47
14621,31114-39147963000,-0.74,-0.63
14622,31114-39147962800,-0.88,-0.72
14623,31114-39147962700,-0.18,-0.71
14624,31114-39173022200,-0.6,-0.76
14625,31114-39063000100,-0.58,-0.81
14626,07597-,1.41,-0.6
14627,60328-17081050600,-0.03,-0.09
14628,60328-17081050500,-0.68,0.04
14629,60328-17081050700,-0.34,0.05
14630,60328-17081050800,-0.4,-0.29
14631,60328-17081051000,-1.45,3.81
14632,60328-17081051100,-1.06,0.8
14633,70615-40071000202,-0.66,0.76
14634,70615-40071000201,-0.64,1.3
14635,70615-40071000600,-0.99,0.77
14636,70615-40071000100,-0.97,0.46
14637,70615-40071000400,-0.98,0.44
14638,70615-40071000500,-0.99,0.77
14639,70615-40071000300,-0.06,-0.17
14640,66376-19179960300,-0.21,-0.11
14641,66376-19179960600,-0.64,0.26
14642,66376-19179961100,-0.41,-0.67
14643,66376-19179960100,-0.13,-0.72
14644,66376-19179960400,-0.75,0.51
14645,66376-19179960800,-0.53,0.12
14646,66376-19179961000,-1.12,0.31
14647,66376-19179960200,-1.05,0.69
14648,66376-19179960700,-0.2,-0.71
14649,66376-19179960500,-1.2,0.9
14650,70237-,-0.28,-0.0
14651,61543-29145020400,-0.33,-0.71
14652,61543-29145020100,-0.74,0.47
14653,61543-29145020300,-0.77,-0.04
14654,61543-29145020200,-0.79,0.01
14655,61543-29145020800,-0.74,-0.29
14656,61543-29145020602,-0.33,-0.43
14657,24148-,-1.04,-0.57
14658,50311-,-0.71,-0.12
14659,32707-,-0.71,-0.51
14660,78094-,-1.07,0.76
14661,35434-,-0.24,-0.4
14662,31303-22101040900,-0.7,-0.32
14663,31303-22101041100,-1.13,-0.13
14664,31303-22101041200,-1.03,0.17
14665,31303-22101041300,-0.83,0.05
14666,31303-22101041000,-0.54,-0.22
14667,31303-22101041400,-0.92,0.12
14668,31303-22101041500,-0.45,0.09
14669,31303-22101041600,-1.06,0.66
14670,84155-,-0.89,-0.67
14671,12862-39059977300,-1.07,-0.08
14672,12862-39059977700,-0.36,-0.82
14673,12862-39059977600,-1.1,0.28
14674,12862-39059977800,-0.59,-0.67
14675,12862-39059977200,-0.59,-0.75
14676,12862-39059977900,-0.98,-0.75
14677,12862-39059977400,-0.74,-0.36
14678,64594-,-0.97,-0.43
14679,19477-,-1.36,0.85
14680,16480-,-0.44,-0.7
14681,65323-,-0.01,-0.78
14682,83791-,-0.54,-0.48
14683,06166-18093950900,-1.0,0.23
14684,06166-18093951100,-0.95,-0.08
14685,06166-18093950700,-0.48,-0.8
14686,06166-18093951000,-0.95,-0.08
14687,06166-18093950500,-0.13,-0.75
14688,06166-18093950600,-0.36,-0.8
14689,06166-18093951200,-0.5,-0.81
14690,06166-18093950800,-0.7,-0.08
14691,18478-,-1.01,0.45
14692,85114-,-0.66,-0.33
14693,89623-,-1.13,0.3
14694,31681-17177001000,0.07,-0.5
14695,31681-17177001200,-1.06,0.01
14696,31681-17177000600,-0.38,-0.82
14697,31681-17177000800,-1.3,0.34
14698,31681-17177000700,-1.11,-0.05
14699,31681-17177000500,-0.15,-0.74
14700,31681-17177001100,-0.64,-0.12
14701,31681-17177000900,-0.56,-0.32
14702,31681-17177001300,-1.18,-0.05
14703,81712-04017965200,-0.42,0.45
14704,81712-04017961300,-0.58,-0.27
14705,81712-04017961700,-0.71,-0.17
14706,81712-04017964800,-0.24,-0.44
14707,81712-04017965300,-0.57,-0.52
14708,29116-27131070400,0.52,-0.63
14709,29116-27131070300,0.39,-0.54
14710,29116-27131070800,-0.53,-0.13
14711,29116-27131070901,-0.58,-0.15
14712,29116-27131070700,-0.34,-0.32
14713,29116-27131070902,-0.82,-0.01
14714,67996-,-0.09,-0.37
14715,01414-,-0.91,0.36
14716,61462-,-0.26,-0.9
14717,27712-,-0.86,-0.75
14718,97480-,-0.6,-0.31
14719,51958-,-0.54,-0.2
14720,07192-,-1.16,-0.51
14721,04060-18033020100,-0.0,-0.85
14722,04060-18033020700,0.14,-0.81
14723,04060-18033020200,-0.4,-0.52
14724,04060-18033020400,-0.14,-0.69
14725,04060-18033020602,-0.67,-0.46
14726,04060-18033020500,-0.87,-0.36
14727,04060-18033020601,-0.6,-0.64
14728,08353-35045000702,-0.42,-0.68
14729,08353-35045000900,-0.15,-0.56
14730,08353-35045000705,-0.71,-0.64
14731,08353-35045000708,-0.75,-0.63
14732,08353-35045000707,-0.62,-0.51
14733,76231-36065022701,-0.05,-0.4
14734,76231-36065022100,-0.64,-0.08
14735,76231-36065021900,-1.13,-0.01
14736,76231-36065023702,-0.05,-0.81
14737,76231-36065022000,-1.08,0.32
14738,76231-36065024302,-0.33,-0.75
14739,76231-36065023000,-0.04,-0.8
14740,76231-36065980100,,-0.34
14741,76231-36065022800,-0.23,-0.67
14742,76231-36065022500,-1.13,0.26
14743,76231-36065024303,-0.3,-0.79
14744,76231-36065022702,-0.06,-0.58
14745,76231-36065024301,0.27,-0.71
14746,76231-36065025900,,-0.31
14747,67078-48001950902,-0.85,-0.72
14748,67078-48001950901,-1.12,-0.59
14749,67078-48001950800,-0.68,-0.11
14750,67078-48001950500,-1.08,-0.17
14751,67078-48001950700,-1.33,0.1
14752,67078-48001950600,-0.9,-0.17
14753,08056-,-0.55,-0.42
14754,84304-,0.18,-0.52
14755,97453-,-0.57,-0.33
14756,76474-17097861604,1.19,-0.8
14757,76474-17111870809,0.91,-0.75
14758,76474-17097861603,0.79,-0.2
14759,76474-17097861105,0.23,-0.41
14760,76474-17097860805,0.0,-0.63
14761,76474-17111870102,0.55,-0.85
14762,76474-17111870703,0.97,-0.62
14763,76474-17111870603,-0.41,-0.9
14764,76474-55059002905,-0.01,-0.7
14765,76474-17097861607,0.18,-0.53
14766,76474-17097861610,1.49,-0.77
14767,76474-17097860904,-0.13,-0.5
14768,76474-17097861402,-0.15,-0.71
14769,76474-17097861609,1.09,0.59
14770,76474-17111870606,-0.18,-0.48
14771,76474-55059002906,0.57,-0.75
14772,76474-17097861611,2.12,-0.31
14773,76474-17097861106,0.66,-0.74
14774,76474-55059003002,0.19,-0.74
14775,76474-17111870604,0.29,-0.65
14776,76474-17097861009,0.95,-0.82
14777,76474-17097861007,0.76,-0.86
14778,76474-17111870704,-0.0,-0.7
14779,76474-55059002904,-0.15,-0.73
14780,76474-55059003001,0.34,-0.77
14781,76474-17097861008,0.42,-0.76
14782,76474-17111870500,0.05,-0.76
14783,76474-17097861404,-0.5,-0.43
14784,76474-17097861608,0.63,-0.49
14785,76474-17097860811,0.68,-0.76
14786,76474-17111870605,-0.23,-0.53
14787,76474-17097860906,0.23,-0.69
14788,12268-,-1.29,-0.25
14789,01387-,-0.34,-0.76
14790,52849-,-1.14,-0.0
14791,70534-35049010204,3.55,-0.81
14792,70534-35049940500,-0.29,-0.55
14793,70534-35049940300,-0.23,-0.58
14794,70534-35049940600,-0.24,-0.46
14795,70534-35049940400,-0.01,-0.65
14796,63433-40027202203,-0.06,-0.29
14797,63433-40027201509,0.24,-0.24
14798,63433-40027202206,0.12,-0.17
14799,63433-40027201510,0.87,-0.54
14800,63433-40027201508,-0.31,0.24
14801,63433-40027200300,-0.95,1.99
14802,63433-40027201301,-0.92,2.31
14803,63433-40027200601,-0.95,2.87
14804,63433-40027200602,-0.54,2.51
14805,63433-40027201101,-0.15,0.45
14806,63433-40027201000,-0.62,1.88
14807,63433-40027200900,-0.28,0.32
14808,63433-40027201405,0.19,-0.18
14809,63433-40027201505,0.92,0.46
14810,63433-40087400202,-0.15,-0.41
14811,63433-40027201507,0.38,0.5
14812,63433-40027200800,-0.25,0.39
14813,63433-40027202500,-0.53,-0.33
14814,63433-40027201203,-0.57,0.35
14815,63433-40027201404,0.2,-0.18
14816,63433-40027201403,0.1,0.0
14817,33733-36035970600,-0.27,-0.56
14818,33733-36057072200,-0.06,-0.67
14819,33733-36035971400,-0.3,-0.62
14820,33733-36057072700,-0.63,-0.68
14821,33733-36035970200,-0.44,-0.68
14822,33733-36035970300,-0.53,-0.61
14823,33733-36035971200,-0.61,-0.28
14824,33733-36035970700,-1.14,0.55
14825,33733-36035971300,-0.64,-0.2
14826,33733-36035970800,-1.05,0.28
14827,22582-48291701000,-0.79,-0.33
14828,22582-48291700800,-0.44,-0.45
14829,22582-48291701100,-0.63,-0.5
14830,22582-48291700900,-0.83,-0.04
14831,23041-55127000800,-0.22,-0.79
14832,23041-55127000702,-0.67,0.08
14833,23041-55127000600,-0.29,-0.91
14834,23041-55127000701,-0.47,-0.29
14835,30007-,-0.75,-0.57
14836,09406-,-0.78,-0.31
14837,04168-,-0.63,0.13
14838,76366-,-0.29,-0.66
14839,58816-,-0.95,-0.5
14840,14050-,-0.67,-0.62
14841,40186-,-0.89,-0.77
14842,40996-16019970900,-0.1,-0.3
14843,40996-16019970601,-0.61,-0.34
14844,40996-16019971400,0.96,-0.6
14845,40996-16019970602,-0.84,0.94
14846,40996-16019970502,-0.36,-0.05
14847,40996-16019970402,-0.02,-0.68
14848,40996-16019970501,-0.13,-0.39
14849,40996-16019970503,0.37,-0.54
14850,40996-16019970700,-1.03,-0.2
14851,40996-16019970401,0.2,-0.67
14852,40996-16019971000,-0.28,-0.17
14853,40996-16019970603,0.05,-0.26
14854,40996-16019971200,-1.01,-0.18
14855,40996-16019971302,-0.01,-0.27
14856,40996-16019970300,-0.42,-0.62
14857,40996-16019970403,-0.53,-0.31
14858,40996-16019971301,-0.36,-0.39
14859,97858-42123971100,-0.18,-0.74
14860,97858-42123970500,-0.74,-0.83
14861,97858-42123970600,-0.67,-0.25
14862,97858-42123970400,-0.69,-0.74
14863,03223-,-0.22,0.02
14864,41158-,-0.86,0.36
14865,75853-48007950100,-0.47,-0.45
14866,75853-48007950400,-0.98,0.65
14867,75853-48007950500,-0.62,-0.17
14868,75853-48007950300,-0.44,0.22
14869,41698-,-0.83,-0.72
14870,21610-,-0.73,-0.29
14871,23392-,-0.27,-0.19
14872,37243-09003430400,0.62,-0.43
14873,37243-09003430302,0.36,-0.41
14874,37243-09007542200,0.51,-0.57
14875,37243-09007542100,0.2,-0.36
14876,37243-09003400200,1.51,-0.67
14877,37243-09003430301,1.5,-0.64
14878,37243-09007541402,0.56,-0.53
14879,37243-09007680200,0.25,-0.63
14880,37243-09007541401,1.3,-0.73
14881,37243-09003500700,,2.15
14882,37243-09003406002,0.41,-0.31
14883,37243-09003514200,-0.21,0.54
14884,37243-09013530400,-0.02,-0.5
14885,37243-09003405401,0.29,-0.34
14886,37243-09007541300,0.09,0.67
14887,37243-09007560200,0.17,-0.71
14888,37243-09003473602,0.06,-0.0
14889,37243-09003406001,-0.39,-0.12
14890,37243-09003515200,1.34,-0.52
14891,37243-09003514101,0.52,-0.22
14892,37243-09003487100,1.13,-0.46
14893,37243-09007542000,0.06,-0.14
14894,37243-09003487202,2.15,-0.76
14895,37243-09003420500,0.04,0.26
14896,37243-09005425300,0.49,-0.69
14897,37243-09003473501,1.33,-0.47
14898,37243-09003460100,1.03,0.02
14899,37243-09003473700,0.17,0.25
14900,37243-09005349100,0.26,-0.7
14901,37243-09003520201,2.32,-0.81
14902,37243-09003497500,1.29,0.17
14903,37243-09013533102,1.09,-0.6
14904,37243-09003471500,0.21,-0.11
14905,37243-09003460302,0.98,0.02
14906,37243-09003520400,1.56,-0.66
14907,37243-09003405100,-0.01,0.04
14908,37243-09003405600,-0.34,-0.21
14909,37243-09003471400,1.17,-0.4
14910,37243-09003430601,0.69,-0.42
14911,37243-09003430203,0.24,-0.31
14912,37243-09003515000,1.03,-0.35
14913,37243-09013529100,0.85,-0.6
14914,37243-09013530200,-0.61,0.37
14915,37243-09003466102,1.88,-0.6
14916,37243-09003430100,0.11,0.3
14917,37243-09007541200,0.15,-0.42
14918,37243-09003466101,1.68,-0.75
14919,37243-09003497700,3.11,-0.67
14920,37243-09003466300,1.48,-0.72
14921,37243-09003462101,1.63,-0.42
14922,37243-09007541700,-0.83,0.66
14923,37243-09007570300,0.33,-0.0
14924,37243-09003473400,0.2,0.59
14925,37243-09005425400,0.3,-0.66
14926,37243-09003405800,0.7,-0.53
14927,37243-09003514102,0.29,-0.13
14928,37243-09003462201,1.2,-0.38
14929,37243-09003466202,2.04,-0.85
14930,37243-09003520202,2.26,-0.8
14931,37243-09013533101,1.35,-0.67
14932,37243-09013535100,0.85,-0.23
14933,37243-09003524100,1.19,-0.55
14934,37243-09003405500,0.01,-0.41
14935,37243-09005425500,0.15,-0.44
14936,37243-09003400100,0.51,-0.36
14937,37243-09003473100,0.41,-0.1
14938,37243-09013881300,-0.54,-0.18
14939,37243-09013530100,-0.13,-0.32
14940,37243-09003487400,0.98,-0.51
14941,37243-09003496600,1.86,-0.38
14942,37243-09003471300,0.45,0.18
14943,37243-09013881200,-1.2,0.31
14944,37243-09003497400,2.62,-0.3
14945,37243-09003405900,0.7,-0.46
14946,37243-09003462102,3.47,-0.79
14947,37243-09003430602,0.51,-0.22
14948,37243-09013530301,-0.25,-0.12
14949,37243-09005349200,-0.04,-0.63
14950,37243-09003466201,0.8,-0.6
14951,37243-09003515102,0.27,-0.32
14952,37243-09003514900,0.29,-0.09
14953,37243-09003520100,2.0,-0.69
14954,37243-09003520501,2.69,-0.77
14955,37243-09003430201,0.56,-0.39
14956,37243-09003520301,0.64,-0.31
14957,37243-09003400300,0.9,-0.44
14958,37243-09003468102,0.88,-0.67
14959,37243-09003405402,-0.18,-0.07
14960,37243-09003405200,-0.0,-0.07
14961,37243-09003420600,0.27,0.3
14962,37243-09013535200,0.88,-0.46
14963,37243-09003490100,0.25,-0.37
14964,37243-09003464102,0.22,-0.66
14965,37243-09003460301,0.99,-0.22
14966,37243-09007560100,1.26,-0.84
14967,37243-09003405700,-0.7,-0.21
14968,37243-09013530600,0.87,-0.83
14969,37243-09003430500,1.03,-0.56
14970,37243-09003430202,1.17,-0.68
14971,22744-,-1.0,-0.4
14972,70453-,-0.83,-0.18
14973,75664-36055013204,-0.04,-0.57
14974,75664-36069050800,-0.31,0.26
14975,75664-36055013203,-0.27,-0.38
14976,75664-36055011902,0.38,-0.71
14977,75664-36055014503,-0.28,-0.38
14978,75664-36055013505,-0.51,0.49
14979,75664-36055014505,-0.18,-0.2
14980,75664-36055014906,0.2,-0.67
14981,75664-36055014103,-0.11,-0.01
14982,75664-36069050202,0.19,-0.51
14983,75664-36069051000,-0.19,0.28
14984,75664-36055013604,-0.38,0.22
14985,75664-36055011203,0.2,-0.57
14986,75664-36055012304,1.27,-0.79
14987,75664-36069050900,0.17,-0.31
14988,75664-36055013507,0.3,-0.34
14989,75664-36055014804,-0.3,-0.39
14990,75664-36055012305,2.22,-0.83
14991,75664-36055010500,0.42,-0.42
14992,75664-36069051100,-0.37,0.08
14993,75664-36055014001,-0.22,-0.05
14994,75664-36055010800,-0.02,0.07
14995,75664-36055014301,-0.64,0.95
14996,75664-36055013508,0.39,-0.61
14997,75664-36055011901,-0.04,-0.4
14998,75664-36055011205,0.59,-0.65
14999,75664-36055010200,0.44,-0.48
15000,75664-36117020102,-0.23,-0.67
15001,75664-36055013506,0.13,-0.29
15002,75664-36055014102,-0.3,0.07
15003,75664-36055011707,0.66,-0.72
15004,75664-36055014104,-0.16,-0.31
15005,75664-36055011201,0.46,-0.57
15006,75664-36055011703,0.9,-0.74
15007,75664-36055011605,0.26,-0.65
15008,75664-36055011301,0.98,-0.77
15009,75664-36055980100,,2.28
15010,75664-36055013603,0.03,-0.22
15011,75664-36055008500,-0.88,2.41
15012,75664-36055013401,-0.36,0.34
15013,75664-36055013503,0.41,-0.68
15014,75664-36055011302,0.71,-0.72
15015,75664-36055013702,-0.42,0.66
15016,75664-36117020301,-0.45,-0.48
15017,75664-36055014203,-0.48,0.82
15018,75664-36055011400,-0.17,-0.5
15019,75664-36055010100,-0.36,0.12
15020,75664-36055014204,-0.2,-0.04
15021,75664-36055011504,0.82,-0.75
15022,75664-36069050101,1.37,-0.75
15023,75664-36055014905,0.0,-0.62
15024,75664-36055013101,-0.14,-0.33
15025,75664-36055011208,-0.29,-0.26
15026,75664-36055013205,-0.32,-0.4
15027,75664-36055011705,0.25,-0.47
15028,75664-36055013206,-0.02,-0.59
15029,75664-36055014901,-0.17,-0.59
15030,75664-36055011601,-0.1,-0.49
15031,75664-36055013402,-0.03,-0.51
15032,75664-36055980000,,2.21
15033,75664-36055013103,-0.81,0.01
15034,75664-36055014501,0.11,-0.5
15035,75664-36055012306,3.05,-0.85
15036,75664-36055014601,0.08,-0.56
15037,75664-36055011800,0.08,-0.74
15038,75664-36055010700,-0.43,0.17
15039,75664-36055011706,0.66,-0.5
15040,75664-36055014202,-0.25,0.0
15041,01171-35001000125,0.72,1.36
15042,01171-35001003731,2.59,-0.73
15043,01171-35001000704,-0.51,5.56
15044,01171-35043010719,-0.13,0.08
15045,01171-35001004742,-0.35,2.45
15046,01171-35001000711,0.08,1.86
15047,01171-35001004728,0.1,2.83
15048,01171-35001004739,-0.84,6.15
15049,01171-35001004750,-0.17,5.49
15050,01171-35001003732,1.75,-0.01
15051,01171-35001004748,-0.17,1.37
15052,01171-35001004723,0.64,0.29
15053,01171-35001000707,-1.03,4.87
15054,01171-35001001101,-0.05,3.73
15055,01171-35001003722,1.18,0.5
15056,01171-35001004602,-0.43,-0.22
15057,01171-35043010721,-0.59,0.38
15058,01171-35001003726,1.64,0.48
15059,01171-35001003729,2.03,-0.52
15060,01171-35043010712,-0.42,0.47
15061,01171-35043010702,0.16,-0.22
15062,01171-35001000710,1.02,0.11
15063,01171-35001004713,-0.82,3.8
15064,01171-35001004741,-0.89,3.58
15065,01171-35043010713,-0.87,-0.1
15066,01171-35001003719,0.13,3.3
15067,01171-35001004603,-0.62,-0.16
15068,01171-35001003736,-0.94,1.13
15069,01171-35001000903,-1.09,6.43
15070,01171-35001004733,-0.75,8.32
15071,01171-35001004720,-0.01,1.32
15072,01171-35043010602,1.03,-0.66
15073,01171-35001000708,-0.72,4.37
15074,01171-35001004402,-0.48,0.34
15075,01171-35001000714,-0.23,3.34
15076,01171-35001004746,-0.15,1.01
15077,01171-35043010503,-0.71,0.29
15078,01171-35043010715,0.12,0.12
15079,01171-35043940500,-0.95,0.43
15080,01171-35001004747,-0.36,0.99
15081,01171-35001004604,-0.58,0.45
15082,01171-35001004740,-0.54,3.58
15083,01171-35001004738,-0.75,2.26
15084,01171-35043010717,-0.02,-0.25
15085,01171-35001004753,0.8,0.72
15086,01171-35043010714,0.12,0.12
15087,01171-35001004401,-0.97,0.37
15088,01171-35001001200,-1.0,2.92
15089,01171-35001004712,-0.6,1.68
15090,01171-35001000112,0.61,0.86
15091,01171-35043010703,0.28,-0.24
15092,01171-35001004001,-0.79,-0.16
15093,01171-35043010705,-0.33,0.22
15094,01171-35043010601,1.13,-0.64
15095,01171-35001000107,1.05,0.81
15096,01171-35001004737,-0.63,5.12
15097,36973-,-0.55,-0.36
15098,41536-,-0.83,-0.31
15099,61516-,-0.71,-0.67
15100,01468-,-1.33,0.49
15101,12997-,-0.9,-0.63
15102,77365-,-0.53,-0.62
15103,97696-,-0.81,-0.22
15104,24067-,-1.25,-0.48
15105,04897-,-0.99,0.36
15106,21718-,-1.27,-0.57
15107,58843-,-0.89,-0.15
15108,69049-28099010400,-1.02,0.23
15109,69049-28099940100,-1.17,-0.36
15110,69049-28099010700,-0.95,-0.59
15111,69049-28099010600,-1.07,-0.55
15112,69049-28099010500,-1.09,0.15
15113,69049-28099010200,-0.8,-0.65
15114,69049-28099010100,-0.88,-0.66
15115,13078-,-0.99,-0.64
15116,90298-,-0.21,-0.52
15117,06625-39077916000,-0.69,-0.81
15118,06625-39143962100,-0.38,-0.81
15119,06625-39143962200,-0.48,-0.84
15120,06625-39147962500,-0.33,-0.83
15121,06625-39043041800,-0.11,-0.54
15122,16885-39061010600,-0.53,0.24
15123,16885-39061020701,-0.07,0.3
15124,16885-39025040303,1.17,-0.62
15125,16885-39061021508,-0.15,-0.43
15126,16885-39017011116,1.17,-0.7
15127,16885-21015070314,0.33,-0.39
15128,16885-39025041200,-0.25,-0.0
15129,16885-39025040600,0.27,-0.63
15130,16885-39017011118,2.05,-0.77
15131,16885-39061009600,-0.92,2.68
15132,16885-39061020761,-0.31,0.23
15133,16885-21015070503,-0.19,-0.26
15134,16885-39017011120,0.57,-0.6
15135,16885-39025040301,2.31,-0.8
15136,16885-21117065501,0.54,-0.67
15137,16885-39017011122,0.5,0.21
15138,16885-39165032005,0.82,-0.68
15139,16885-39017011112,1.6,-0.44
15140,16885-39017011127,0.7,-0.04
15141,16885-39061021603,-0.52,0.02
15142,16885-39017011109,-0.02,0.01
15143,16885-39017000100,-0.72,1.77
15144,16885-39017000200,-0.73,1.59
15145,16885-39061010400,-0.77,0.45
15146,16885-21015070311,,-0.7
15147,16885-39061021302,0.7,-0.68
15148,16885-21015070200,-0.65,2.79
15149,16885-21015070607,0.58,-0.65
15150,16885-21015070401,0.98,-0.76
15151,16885-18029080103,0.4,-0.54
15152,16885-39061024002,1.36,-0.39
15153,16885-21015070309,0.7,-0.67
15154,16885-21015070100,-0.6,1.79
15155,16885-39061024322,1.72,-0.74
15156,16885-39061020401,0.05,-0.52
15157,16885-39025040702,-0.25,-0.35
15158,16885-39017010901,-0.52,-0.01
15159,16885-39061020705,-0.31,0.15
15160,16885-39017010911,0.06,-0.39
15161,16885-39017011300,0.07,-0.12
15162,16885-39017010500,-0.98,0.09
15163,16885-39025040203,-0.12,-0.75
15164,16885-39165031500,-0.2,-0.24
15165,16885-39061025001,0.46,-0.46
15166,16885-39061025002,0.56,-0.31
15167,16885-39025040701,0.07,-0.11
15168,16885-39025041303,-0.09,0.11
15169,16885-21015070307,0.38,-0.42
